기업명,거래소코드,기업유형,결산기,이익 과대계상 (비용 과소계상),회사명,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,비유동생물자산증가율,투자부동산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,종업원1인당 부가가치증가율,종업원수증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,총자본순이익률,자기자본정상영업이익률,자기자본순이익률,경영자본정상영업이익률,경영자본순이익률,자본금정상영업이익률,자본금순이익률,매출원가 대 매출액비율,영업비용 대 영업수익비율,기타손익비률,금융손익비율,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,세금과공과 대 세금과공과 차감전순이익률,기업순이익률,수지비율(관계기업투자손익 제외),인건비 대 총비용비율,R & D 투자효율,세금과공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,유보율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,1주당정상영업이익,유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,정상영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 정상영업이익,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치,법인세비용차감전(계속사업)손익,인건비,금융비용,임차료,세금과공과,감가상각비,종업원1인당 부가가치,총자본투자효율,기계투자효율,부가가치율,종업원수
(주)에이모션,31860,코스닥,2014,0.0,에스유홀딩스(주),5,46,74608,도매 및 상품 중개업,1997/01/07,,7.29,5.46,0.0,0,-10.22,97.07,256.26,20.48,139.52,0,0,0,,,,,23.75,3.37,12.65,1.6,1.23,4.61,1.67,6.28,3.84,14.41,1.35,5.07,76.25,96.63,9.28,-26.96,3.62,-0.12,0.67,0,5.93,92.01,9.02,0,0.0,2.48,0.6,10.19,31.14,4.96,13.49,9.17,-11.72,,,-14.38,,,,"1,002.49",127,-187.72,,33.77,29.98,45.26,42.81,16.41,70.02,77.5,22.5,88.27,90.36,87.02,153.46,84,46.19,36.82,129.93,291.92,72.98,12.61,29.04,25.21,80.2,3.83,28.44,10.44,12.08,15.59,0.73,4.50,-10.29,-0.12,64.18,210.22,106.92,-16,-29.81,-3.6,-10.23,0.93,0.36,1.14,0.5,0.40,1.37,28.09,12.99,1.56,2.53,4.05,90.08,6.73,0,11.50,8.45,43.22,0.48,5.32,0.78,0.0,0.01,"4,060.90",,,,,,,,,10.66,156.87,"39,922.34",30.28,43.39,56.61,41.77,"4,060.90","1,696.14","1,762.01",485.15,0,0,117.61,,10.66,"39,922.34",30.28,
(주)로켓모바일,43710,코스닥,2012,0.0,(주)서울리거,5,46,33309,도매 및 상품 중개업,2002/07/11,,48.58,83.26,0.0,0,86.82,41.33,"1,423.18",17.84,97.25,294.87,0,0,,,,,6.51,2.76,3.04,8.29,7.57,8.34,11.14,12.28,8.04,8.86,13.58,14.97,93.49,97.24,0.28,0.22,-0.22,-0.05,0.0,12.87,7.74,96.98,4.18,0,0.46,-0.22,3.58,51.53,49.63,-1.86,0.72,1.43,47.26,,,70.08,,,,"2,463.63",84,-156.33,,67.90,79.96,55.46,399.06,35.61,20.04,61.45,38.55,131.83,32.61,26.13,342.89,152.72,47.25,40.78,78.30,81.59,930.94,49.99,62.73,37.95,0.0,24.78,26.89,56.64,14.36,23.37,61.31,"999,999,999",22.03,0.47,29.72,6.70,40.49,-31.03,-83.28,-11.96,-5.21,0,2.75,2.92,4.04,4.93,8.55,15.87,23,3.36,5.15,9.72,37.55,115.29,41.18,0,13.79,26.47,14.93,23.39,2.63,0.13,0.02,"4,601.61",,,,,,,,,25.5,200.66,216.49,11.10,36.74,63.26,27.36,"4,601.61","1,259.05","1,690.82",-89.93,107.14,185.95,"1,448.57",,25.5,216.49,11.10,
(주)씨젠,96530,코스닥,2012,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨젠,96530,코스닥,2013,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨젠,96530,코스닥,2014,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,,,,,72.7,17.26,14.20,8.6,8.03,6.61,11.73,9.65,8.39,6.9,87.89,72.25,27.3,82.74,-0.50,-0.92,1.5,0.61,0.0,15.31,7.3,84.14,24.32,4.37,0.0,1.68,9.88,17.19,27.69,2.21,5.7,5.7,713.86,,,95.33,,,,"2,545.37",364,267.82,,439.43,70.24,12.57,235.97,61.41,29.76,68.5,31.5,748.86,43.45,32.71,780.80,682.69,156.82,409.61,14.41,"1,214.02",519.58,33.74,45.99,13.13,13.6,32.86,36.75,61.24,22.17,32.37,6.35,12.20,65.3,7.15,150.97,63.98,205.69,15.54,22.08,4.89,10.52,11.54,0.47,0.49,0.68,5.09,1.48,15.62,23.36,0.66,0.76,5.27,69.24,6.69,50.56,49.08,1.29,283.63,1.56,6.47,0.59,0.0,0.0,"30,537.32",,,,,,,,,22.06,306.67,413.43,47.41,45.61,54.39,29.95,"30,537.32","10,798.20","13,929.50",963.90,0,0,"5,660.49",,22.06,413.43,47.41,
(주)씨젠,96530,코스닥,2015,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,40.15,12.78,0.0,0,2.62,56.06,20.91,42.58,1.13,-22.33,-25.90,-25.20,,,,,71.77,13.26,10.41,5.67,5.19,4.08,7.51,5.89,5.38,4.22,67.03,52.57,28.23,86.74,0.43,1.55,1.28,2.82,0.0,23.98,4.58,87.19,25.42,4.04,0.0,1.38,9.95,17.71,33.26,1.63,3.53,4.23,992.59,,,96.35,,,,"2,482.91",264,-117.17,,329.22,78.21,9.74,358.86,70.59,21.79,69.73,30.27,"1,029.89",31.25,23.17,"1,319.80","1,191.31",355.64,373.97,10.53,"1,100.53",467.02,33.98,43.42,8.50,5.98,34.92,33.68,72.28,23.63,33.89,5.33,11.67,67.21,9.94,191.14,64.10,289.44,3.15,4.04,0.95,2.84,10.34,0.39,0.41,0.57,5.06,1.27,14.25,25.62,0.52,0.59,4.83,75.63,6.07,48.17,46.10,1.24,295.04,1.56,6.15,0.48,0.0,0.0,"30,322.41",,,,,,,,,15.63,270,357.32,46.55,50.88,49.12,22.35,"30,322.41","8,916.97","15,426.58",835.63,0,0,"6,036.02",,15.63,357.32,46.55,
(주)씨젠,96530,코스닥,2016,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,6.99,46.64,0.0,0,22.71,2.61,-8.01,5.09,13.14,16.75,5.14,2.30,,,,,71.16,13.68,9.72,5.58,5.02,3.57,7.27,5.14,5.18,3.68,76.88,54.30,28.84,86.32,-0.91,0.32,1.43,1.45,0.0,23.92,4.09,86.74,26.19,4.69,0.0,1.56,9.71,16.81,35.61,1.7,4.35,4.53,"1,045.05",,,96.36,,,,"2,809.08",273,631.14,,384.38,75.01,8.73,300.08,68.46,24.99,68.51,31.49,"1,082.35",36.49,26.90,"1,060.68",968.10,339.09,382.97,9.64,998.45,558.42,38.36,45.97,10.32,8.13,35.65,35.95,67.93,24.02,35.07,4.65,9.93,66.15,10.47,208.62,63.90,272.18,10.31,13.52,3.25,9.15,9.57,0.37,0.38,0.53,5.62,1.19,14.40,25.34,0.48,0.53,5.20,70.25,6.97,67.97,29.21,1.37,265.74,1.56,5.32,0.44,0.0,0.0,"33,633.09",,,,,,,,,16.2,204.23,265.57,45.64,52.57,47.43,21.29,"33,633.09","9,413.25","17,680.38","1,054.14",0,0,"6,554.95",,16.2,265.57,45.64,
(주)씨젠,96530,코스닥,2017,1.0,(주)씨젠,5,21,32103,의료용 물질 및 의약품 제조업,2010/09/10,,-13.44,11.98,0.0,0,17.38,-23.70,42.01,-1.44,18.96,38.64,-43.88,-59.41,,,,,66.44,15.95,4.62,7.61,7.22,2.09,9.9,2.84,7.59,2.2,106.58,30.48,33.56,84.05,-12.50,-5.78,1.03,-4.19,0.0,-33.98,2.56,96.65,22.02,3.89,0.0,1.03,9.53,18.16,38.31,1.71,8.35,4.74,"1,052.20",,,99.10,,,,"3,341.56",153,737.27,,532.91,66.11,16.25,195.06,55.37,33.89,78.03,21.97,"1,066.75",43.44,38.08,601.60,503.86,140.82,258.52,19.48,675.45,368.84,38.27,28.16,14.08,35.18,14.08,19.93,55.12,11.02,14.12,8.46,4.36,76.96,10.55,156.59,64.34,191.40,45.45,90.66,9.99,20.48,15.56,0.45,0.48,0.62,6.68,1.67,13.91,26.23,0.64,0.73,5.33,68.48,7.67,84.98,21.97,1.72,212.25,1.55,5.02,0.57,0.0,0.0,"30,196.95",,,,,,,,,16.8,163.75,215.37,34.45,63.68,36.32,13.41,"30,196.95","3,023.29","19,228.29",898.57,0,0,"8,320.39",,16.8,215.37,34.45,
(주)씨젠,96530,코스닥,2018,1.0,(주)씨젠,5,21,32103,의료용 물질 및 의약품 제조업,2010/09/10,,-8.86,0.77,0.0,0,-21.28,-2.49,22.17,-8.50,16.66,-24,168.37,279.10,,,,,66.15,10.39,10.47,6.45,6.19,6.24,7.91,8.01,6.68,6.73,81,81.79,33.85,89.61,0.04,0.06,-0.05,0.09,0.0,5.50,6.2,89.96,23.61,10.05,0.0,-0.06,8.1,19.32,76.59,-0.15,3.89,2.65,961.49,,,99,,,,"3,898.17",413,534.03,,405,70.73,20.35,241.61,56.33,29.27,78.36,21.64,976.04,37.36,34.81,444.72,354.20,125.10,167.98,26.26,343.74,240,48.87,27.62,20.30,82.34,7.32,10.47,54.82,6.25,7.98,26.71,"999,999,999",77.19,9.64,114.74,53.23,147.20,47.04,162.89,10.18,16.31,0,0.6,0.64,0.76,7.8,2.73,10.82,33.75,0.87,1.07,4.77,76.53,6.81,58.19,21.91,2.28,159.74,1.88,5.52,0.73,0.0,0.0,"40,909.92",,,,,,,,,24.97,220.15,279.44,40,55.14,44.86,26.18,"40,909.92","10,668.46","22,555.99",-54.75,0,0,"7,740.22",,24.97,279.44,40,
(주)에스마크,30270,코스닥,2016,1.0,(주)에스마크,4,13,31301,섬유제품 제조업; 의복제외,1997/01/17,2020/05/21,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,,,,,-24.81,-57.19,-73.56,-15.21,-15.54,-19.99,-34.27,-44.19,-17.24,-22.17,-80.04,-103.04,124.81,157.19,-20.34,-11.73,7.72,0.4,0.49,0,-17.89,174.79,13.6,0,0.0,4.26,9.22,9.33,54.29,3.84,5.02,5.02,133.99,,,42.53,,,,699.84,-705,-248.97,,-400.21,19.64,13.45,24.45,17.0,80.36,45.35,54.65,233.18,177.19,87.81,231.45,200.31,9.05,82.93,23.69,281.86,115.84,29.42,120.51,18.72,6.97,101.79,413.77,11.16,48.4,106.73,-6.40,-9.04,26.09,1.34,72.29,295.71,331.76,-17.69,-19.97,-9.67,-35.58,-7.41,0.27,0.3,0.6,1.4,0.5,34.95,10.44,1.38,1.6,10.28,35.49,14.36,40.81,319.72,12.4,29.43,0.34,0.70,0.97,0.0,0.02,"-8,097.64",,,,,,,,,-7.74,-19.93,-45.32,-28.48,0,0,0,"-8,097.64","-22,040.39","7,004.24","2,194.80",0,0,"4,750.60",,-7.74,-45.32,-28.48,
(주)에스마크,30270,코스닥,2017,1.0,(주)에스마크,4,13,31301,섬유제품 제조업; 의복제외,1997/01/17,2020/05/21,-37.09,-79.67,0.0,0,-67.16,85.90,83.72,-29.51,-39.94,0,0,0,,,,,-10.11,-61.84,-494.69,-11.55,-12.39,-99.12,-26.2,-207.88,-16.16,-129.23,-31.12,-247.30,110.11,161.84,-347.26,-155.19,17.63,-0.91,0.54,0,-95.59,433.28,6.7,0,0.0,3.31,1.87,5.72,101.51,6.7,13.96,9.64,-29.47,,,-63.16,,,,214.13,"-1,130",-265.69,,-132.43,58.05,13.3,138.38,50.33,41.95,50.42,49.58,70.19,83.21,80.64,120.99,104.91,17.13,40.39,76.63,132.59,45.66,30.46,98.35,95.17,98.84,3.19,15.95,10.07,40.59,80.51,-2.83,-22.20,-21.61,-0.3,172.05,327.01,213.23,-47.96,-58.59,-23.78,-91.65,-3.51,0.2,0.26,0.42,0.5,0.38,14.47,25.23,0.58,0.67,4.35,83.83,5.28,28.50,196.45,7.86,46.43,0.31,0.70,0.34,0.0,0.01,"-59,057.71",,,,,,,,,-89.74,-715.17,"-3,326.39",-345.88,0,0,0,"-59,057.71","-69,854.05","6,088.55","3,010.42",0,0,"1,697.37",,-89.74,"-3,326.39",-345.88,
삼성바이오로직스(주),207940,코스피,2012,0.0,삼성바이오로직스(주),1,21,32101,의료용 물질 및 의약품 제조업,2016/11/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성바이오로직스(주),207940,코스피,2013,0.0,삼성바이오로직스(주),1,21,32101,의료용 물질 및 의약품 제조업,2016/11/10,,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,0.0,-334.55,-321.76,-21.75,-22.4,-21.54,-36.58,-35.03,-25.21,-24.24,-246.24,-217.09,0.0,434.55,12.78,12.94,-9.62,3.32,0.98,0,-22.19,378.11,32.61,0,0.0,-2.2,6.27,2.66,2.86,-1.66,0,0,519.74,,,84.50,,,,"3,873.95",0,"-9,168.67",,"-12,960.16",20.32,12.35,25.50,17.81,79.68,61.23,38.77,619.74,130.14,108.13,77.22,67.68,60.73,0.27,0,1.65,0,16.09,63.32,42.97,42.28,20.35,0,-5.99,18.83,30.74,"999,999,999","999,999,999",52.13,5.73,303.45,"1,190.20","1,327.17",-40.87,-84.17,-15.85,-236.68,0,0.07,0.08,0.11,0.74,0.17,16.58,22.01,0.33,0.38,2.67,136.77,0,33.16,4.13,"1,005.56",0.36,0.08,0.12,0.14,0.0,0.01,"-70,556.26",,,,,,,,,-10.8,-23.15,-34.48,-161.28,0,0,0,"-70,556.26","-140,761.51","62,411.29","-4,207.71",0,0,"12,001.67",,-10.8,-34.48,-161.28,
삼성바이오로직스(주),207940,코스피,2014,0.0,삼성바이오로직스(주),1,21,32101,의료용 물질 및 의약품 제조업,2016/11/10,,107.72,101.59,0.0,0,126.30,34.84,117.64,70.08,140.93,0,0,0,,,,,-13.24,-99.81,-79.64,-10.16,-10.46,-8.35,-19.81,-16.46,-14.5,-11.57,-130.46,-101.56,113.24,199.81,20.17,-4.47,-0.51,-4.99,0.0,0,-8.4,110.82,39.96,0,0.0,-0.28,13.85,5.01,6.03,-0.11,0.52,0.82,515.20,,,82.28,,,,"8,866.73","-4,800","-13,768.32",,"-8,849.75",13.19,19.93,15.19,10.56,86.81,48.78,51.22,615.20,177.96,105.86,73.29,58.68,39.43,41.87,0,"1,560.66",107.44,2.68,104.99,36.89,10.2,68.11,0,-4.81,35.05,71.85,-42.59,"999,999,999",41.28,5.50,147.89,805.97,826.28,-19.22,-28.08,-9.84,-126.76,0,0.1,0.15,0.2,1.31,0.22,58.63,6.23,0.68,0.81,4.05,90.16,15.16,18.38,19.91,14.07,25.94,0.12,0.19,0.29,0.0,0.01,"17,886.10",,,,,,,,,1.32,5.44,8.81,16.97,425,-325,-469.30,"17,886.10","-83,939.09","76,015.11",-539.62,0,0,"26,349.70",,1.32,8.81,16.97,
삼성바이오로직스(주),207940,코스피,2015,0.0,삼성바이오로직스(주),1,21,32101,의료용 물질 및 의약품 제조업,2016/11/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
씨앤티85(주),56730,코스닥,2015,1.0,씨앤티85(주),5,41,32605,종합 건설업,2002/01/04,,18.14,-5.20,0.0,0,7.14,60,0,108.59,182.98,0,0,0,,,,,16.05,4.21,-61.88,2.32,2.13,-31.29,5.7,-83.79,2.15,-31.61,4.14,-60.82,83.95,95.79,-17.67,-5.12,5.33,-0.51,0.0,0,-28.6,113.19,4.97,0.17,0.0,4.62,2.43,3.02,22.88,4.3,5.76,5.30,-20.50,,,48.16,,,,509.14,0,-126.85,,21.44,28.19,0.0,39.25,28.19,71.81,46.58,53.42,79.50,154.17,111.73,78.90,78.90,19.21,0,0,447.93,0,0,114.68,76.70,65.28,37.98,0,-7.54,46.37,99.54,0.74,-1.52,-12.01,-0.21,49.05,148.67,211.81,-15.36,-17.70,-8.21,-17.57,0.79,0.51,0.51,1.35,0.98,0.81,19.14,19.07,2.04,2.4,13.65,26.73,34.16,22.74,0,5.62,64.94,0.67,0.99,0.74,7.55,0.01,72.79,,,,,,,,,0.2,0.43,29.87,0.42,"1,368.47","-1,268.47","-14,751.72",72.79,"-2,335.70",996.12,925.61,0,0,486.76,,0.2,29.87,0.42,
씨앤티85(주),56730,코스닥,2016,1.0,씨앤티85(주),5,41,32605,종합 건설업,2002/01/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)금오하이텍,165270,코넥스,2013,1.0,(주)금오하이텍,4,22,32202,고무 및 플라스틱제품 제조업,2013/12/10,2017/06/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)금오하이텍,165270,코넥스,2014,1.0,(주)금오하이텍,4,22,32202,고무 및 플라스틱제품 제조업,2013/12/10,2017/06/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)금오하이텍,165270,코넥스,2015,1.0,(주)금오하이텍,4,22,32202,고무 및 플라스틱제품 제조업,2013/12/10,2017/06/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스엘(주),5850,코스피,2013,0.0,에스엘(주),1,30,33003,자동차 및 트레일러 제조업,1988/11/08,,8.25,-0.20,0.0,-1.36,5.97,10.79,0.25,12.45,6.81,-4.96,30.10,67.43,,,,,9.85,2.84,6.36,3.44,3.01,6.74,5.41,12.18,4.01,8.98,208.48,462.88,90.15,97.16,5.23,-0.11,0.17,-0.06,0.03,21.11,6.92,92.46,14.97,0,0.0,0.17,3.87,14.4,71.93,0.4,3.37,3.34,"3,923.85",,,97.35,,,,"36,664.92","2,314","3,062.70",,"1,042.39",48.41,17.49,93.83,39.94,51.59,56.62,43.38,"4,023.85",91.12,81.59,131.66,108.64,17.99,205.67,72.72,113.66,550.69,180.95,76.62,64.94,97.72,11.68,56.82,11.64,17.16,30.31,5.01,49.20,55.23,39.73,45.18,49.19,73.14,16.13,40.77,7.0,6.86,16.99,1.06,1.41,1.9,73.33,2.39,6.86,53.22,2.21,2.71,12.06,30.28,33.82,120.95,66.46,6.04,60.44,2.03,4.18,1.24,0.09,0.03,"333,103.21",,,,,,,,,27.34,112.70,193.44,26.83,55.20,44.80,23.73,"333,103.21","100,178.44","183,884.60","2,078.26",0,0,"47,489.55",,27.34,193.44,26.83,
에스엘(주),5850,코스피,2014,0.0,에스엘(주),1,30,33003,자동차 및 트레일러 제조업,1988/11/08,,13.23,6.51,0.0,-13.35,8.21,18.58,35.10,12.88,9.48,69.15,28.38,14.60,,,,,11.02,4.39,7.45,5.12,4.6,7.79,8.14,13.87,6.15,10.42,352.64,594.23,88.98,95.61,4.92,0.42,-0.14,0.05,0.04,20.01,7.65,91.22,15.29,0,0.0,-0.14,4.11,16.13,82.93,-0.33,2.40,2.37,"4,442.16",,,97.81,,,,"40,141.04","2,971","2,677.58",,"1,763.18",50.69,19.92,102.82,40.6,49.31,56.41,43.59,"4,542.16",87.40,77.37,139.77,111.93,15.24,200.62,70.02,127.46,503.22,157.40,77.27,64.30,94.62,12.98,50.74,14.42,14.81,26.26,12.20,"999,999,999",55.18,44.96,47.41,48.13,76.05,16.16,47.56,7.05,7.15,0,1.05,1.4,1.85,80.28,2.41,6.70,54.49,2.11,2.6,11.21,32.55,28.91,163.41,62.43,5.53,66,2.08,4.44,1.22,0.1,0.02,"379,120.06",,,,,,,,,27.48,121.49,223.20,27.89,52.99,47.01,26.70,"379,120.06","126,539.90","200,897.89","-1,843.55",0,0,"54,041.37",,27.48,223.20,27.89,
에스엘(주),5850,코스피,2015,0.0,에스엘(주),1,30,33003,자동차 및 트레일러 제조업,1988/11/08,,12.24,26.25,0.0,-2.11,14.94,9.62,-1.04,8.47,2.63,5.98,-29.94,-22.57,,,,,12.62,4.54,5.21,4.67,4.32,4.97,7.79,8.79,5.71,6.57,373.71,416.35,87.38,95.46,3.36,-0.09,0.03,-0.02,0.01,34,5.0,92.16,16.75,0,0.0,0.04,4.28,15.09,79.32,0.07,2.02,2.31,"4,826.73",,,97.80,,,,"41,196.80","2,082","4,559.93",,"1,868.54",49.51,17.98,98.06,40.61,50.49,54.61,45.39,"4,926.73",92.45,78.81,137.78,113,23.97,184.95,65.60,129.48,438.80,142.84,83.10,65.80,81.26,17.31,69.62,13.57,17.66,32.34,11.46,232.13,53.52,48.94,52.53,52.39,84.67,17.44,44.81,7.92,8.78,132.71,0.95,1.26,1.72,82.39,2.14,6.70,54.45,1.9,2.35,10.07,36.26,24.55,149.90,58.15,5.22,69.92,1.91,3.9,1.11,0.12,0.02,"395,543.43",,,,,,,,,25.55,101.16,184.70,28.35,57.46,42.54,18.39,"395,543.43","110,209.39","227,267.08",476.83,0,0,"58,038.45",,25.55,184.70,28.35,
에스엘(주),5850,코스피,2016,0.0,에스엘(주),1,30,33003,자동차 및 트레일러 제조업,1988/11/08,,5.36,4.84,0.0,-2.20,5.76,4.96,5.77,12.84,16.16,76.17,67.74,61.30,,,,,13.38,6.88,7.46,7.35,7.01,7.6,12.38,13.32,9.22,9.99,658.37,698.39,86.62,93.12,3.39,-0.09,0.16,-0.34,0.01,27.41,7.76,90.27,17.16,0,0.0,0.17,4.24,14.94,84.84,0.37,2.90,2.89,"5,459.55",,,97.91,,,,"47,854.04","3,492","2,870.79",,"3,291.84",49.32,18.12,97.31,40.38,50.68,58.57,41.43,"5,559.55",86.54,73.81,157.38,128.86,23.56,206.44,49.71,162.95,577.75,126.69,70.75,53.51,81.56,17.24,56.16,17.98,16.69,28.49,14.12,65.79,57.53,55.42,48.47,49.63,76.38,18.61,46.22,7.71,7.76,43.39,1.02,1.34,1.8,95.71,2.35,8.49,42.98,2.06,2.52,11.43,31.95,29.41,231.09,70.80,5.83,62.61,2.02,3.97,1.23,0.11,0.02,"499,234.89",,,,,,,,,30.6,124.65,247.57,30.81,53.11,46.89,24.21,"499,234.89","166,459.71","265,162.90","2,569.24",0,0,"65,491.67",,30.6,247.57,30.81,
에스엘(주),5850,코스피,2017,0.0,에스엘(주),1,30,33003,자동차 및 트레일러 제조업,1988/11/08,,-1.90,-10.09,0.0,38.40,-2.47,-1.32,-1.99,7.07,-8.09,-43.16,-17.80,-35.01,,,,,11.28,4.25,6.72,4.28,3.92,6.19,6.4,9.97,5.2,8.2,374.19,574.05,88.72,95.75,3.8,-0.04,0.1,0.2,0.02,16.57,6.28,92.42,19.77,0,0.0,0.1,4.84,16.05,95.67,0.23,3.30,2.95,"5,852.58",,,100.12,,,,"43,981.21","2,870","4,465.33",,"1,870.94",49.61,18.0,98.45,40.68,50.39,63.94,36.06,"5,952.58",78.81,68.97,184.17,151.02,25.26,169.36,39.39,158.32,505.66,106.97,56.40,42.13,84.56,14.27,40.24,22.67,13.76,21.52,8.72,83.53,62.88,59.43,53.66,54.82,80.63,21.53,56.41,7.76,8.34,43.61,0.92,1.22,1.51,87.96,2.38,8.82,41.37,1.86,2.27,10.32,35.38,29.80,327.37,59.59,5.49,66.54,1.82,3.75,1.17,0.14,0.02,"480,490.26",,,,,,,,,30.03,127.94,270.98,32.26,60.14,39.86,20.82,"480,490.26","119,887.39","288,974.70","1,452.73",0,0,"70,699.06",,30.03,270.98,32.26,
